,group,names,scores,logfoldchanges,pvals,pvals_adj
3085,1,IGLV2-8,5.6189733,5.121139,1.9209553584752535e-08,2.0963469346838636e-07
3086,1,IGLV1-44,5.5121284,1.6806468,3.545206067550022e-08,3.813628812664523e-07
3088,1,IGHV3-23,5.3292212,1.5946337,9.863486143942323e-08,1.0244420781225613e-06
3090,1,NKG7,4.7983036,2.9171135,1.6001504715966902e-06,1.5547268453062035e-05
3091,1,DAPP1,4.7603064,2.1343994,1.9329915657928353e-06,1.8601184013316358e-05
3092,1,IGHV3-11,4.7578716,3.3927152,1.95644658351427e-06,1.8766933469888473e-05
3094,1,IGKV1-16,4.45195,2.7838888,8.509387865743422e-06,7.719962726391322e-05
3095,1,IGHV1-18,4.4492903,1.658511,8.615457189227387e-06,7.769388339506854e-05
3096,1,CXCL13,4.3221784,3.7405376,1.5449622773598357e-05,0.0001364641166981767
3097,1,C1QA,4.27912,2.0804503,1.8763354800293623e-05,0.0001652491949078491
3098,1,COL4A2,4.201559,1.224838,2.6508303077522674e-05,0.0002314290112159371
3099,1,IGLV2-23,4.179506,1.377622,2.9214318049415955e-05,0.0002521304468906615
3100,1,IGKV1-6,4.1742816,3.7059953,2.989280852873915e-05,0.00025724896939589235
3101,1,APBA2,4.0307693,2.8015668,5.559461790020958e-05,0.00046643729558615944
3102,1,RP11-290D2.6,3.8750608,1.6783613,0.00010659803196395928,0.0008677656007444469
3103,1,ODAM,3.797235,1.514595,0.0001463190914017355,0.0011783772815562228
3104,1,LTF,3.7404366,1.1816345,0.00018370096220999356,0.0014560718373065806
3105,1,RSPO3,3.6576397,1.4881086,0.00025454854832139453,0.002001828270349975
3106,1,IL12RB2,3.655639,2.6351757,0.00025654221891324426,0.0020070263983550433
3107,1,CD8A,3.5763307,3.16531,0.000348450747773814,0.002677381766057979
3108,1,IRF8,3.4760628,3.5722108,0.0005088333405003412,0.0038029926093970916
3109,1,CYYR1,3.44267,1.3419307,0.0005760015937824559,0.004294348516021676
3112,1,CXCL9,3.307916,2.8029976,0.0009399299545115624,0.006805454382184679
3114,1,PRSS2,3.2523575,3.8184648,0.0011445199432250585,0.00818834695723011
6024,2,C6orf15,49.472134,7.1438155,0.0,0.0
6025,2,KLK6,47.21158,5.699846,0.0,0.0
6026,2,WFDC2,45.843212,4.885353,0.0,0.0
6027,2,B2M,45.630062,2.4969606,0.0,0.0
6028,2,RARRES1,45.393173,4.6520743,0.0,0.0
6029,2,SAA1,44.9767,4.868775,0.0,0.0
6030,2,KRT5,43.6625,4.2352257,0.0,0.0
6031,2,TACSTD2,43.223816,2.7678006,0.0,0.0
6032,2,S100A2,43.136387,3.8839884,0.0,0.0
6033,2,KRT6B,42.54853,3.9650297,0.0,0.0
6034,2,KRT14,42.427406,4.691874,0.0,0.0
6035,2,LY6D,42.096203,4.24629,0.0,0.0
6036,2,KLK5,41.465275,5.0005,0.0,0.0
6037,2,RPL13A,41.419502,2.321111,0.0,0.0
6038,2,TNFRSF11B,39.781326,4.577636,0.0,0.0
6039,2,SERPINE2,39.538376,3.512299,0.0,0.0
6040,2,MMP7,38.805405,4.260148,0.0,0.0
6041,2,TIMP3,38.395786,3.110664,0.0,0.0
6042,2,CHI3L1,38.14518,3.8480775,0.0,0.0
6043,2,SAA2,37.852257,3.5562239,0.0,0.0
6044,2,POSTN,37.752888,3.627519,0.0,0.0
6045,2,LCN2,37.42804,3.5405765,1.3676087184749171e-306,1.8723806636574776e-304
6046,2,CRYAB,36.955647,2.9483728,5.910702591787546e-299,7.740450524549604e-297
6047,2,EFEMP1,36.750435,3.6854866,1.1442046632951036e-295,1.435976852435355e-293
6048,2,TIMP1,36.748634,2.6844873,1.2225032039966688e-295,1.4728718601751867e-293
6049,2,MGP,36.736465,3.993917,1.912521632113699e-295,2.2155827522794084e-293
6050,2,CALML5,36.66677,3.132522,2.4733935797324213e-294,2.7592079489459455e-292
6051,2,HLA-DQA2,36.602085,3.6896613,2.6498468668261003e-293,2.8504781296000763e-291
6052,2,CD74,36.530533,2.7314577,3.633811688541881e-292,3.7741520020303946e-290
6053,2,C2orf40,35.96486,3.8900902,2.9651257992820397e-283,2.976986302479168e-281
6054,2,KRT15,35.56746,2.8169537,4.463656655692619e-277,4.3369464022406996e-275
6055,2,CDK6,34.906956,2.6811965,5.830675559031387e-267,5.488123369938293e-265
6056,2,AARD,34.87561,2.6747146,1.7421399572096775e-266,1.5900986518531965e-264
6057,2,KRT16,34.00899,2.6835907,1.6404939411040448e-253,1.453284632530995e-251
6058,2,VCAN,33.189037,2.6951642,1.5496482802167916e-241,1.3335830342894219e-239
6059,2,PRKCDBP,32.949005,2.8149252,4.3717949180320164e-238,3.6577350814201202e-236
6060,2,COL8A1,32.813934,3.4329813,3.7260468891633e-236,3.033203575718881e-234
6061,2,C1S,32.795,2.5901337,6.93878577513128e-236,5.499900724919847e-234
6062,2,NTRK2,32.72461,4.966948,6.976818576273056e-235,5.388250654290883e-233
6063,2,AKR1C3,32.65772,3.6013198,6.226107921512884e-234,4.6882592648992015e-232
6064,2,PDGFA,31.581337,3.5306556,6.661368901722767e-219,4.893669056582676e-217
6065,2,PLA2G7,31.355976,4.1107597,8.065013756968863e-216,5.649260799067492e-214
6066,2,PRSS21,31.046179,2.8920984,1.2847156166199676e-211,8.794462357407597e-210
6067,2,CDH11,31.028828,4.33,2.2025449619495118e-211,1.4742367611982064e-209
6068,2,PODXL,29.84529,2.793337,1.010561108717479e-195,6.616978390124014e-194
6069,2,SYT8,29.279932,4.4343514,1.8681284745803178e-188,1.1971921203055142e-186
6070,2,ZNF90,29.261364,2.0198648,3.21901305557712e-188,2.0199306923746428e-186
6071,2,NMB,28.852552,2.3225489,4.706638463022272e-183,2.8931418470659355e-181
6072,2,CXCL17,28.744398,2.2680132,1.0642104416479061e-181,6.410803700486986e-180
6073,2,UCHL1,28.338535,1.9832029,1.1588800066234932e-176,6.844208980294043e-175
6074,2,RP11-10A14.5,28.040693,3.220186,5.187471673180854e-173,3.0047432076193717e-171
6075,2,TK1,27.749483,2.2249207,1.7677186965505427e-169,1.0045978705679687e-167
6076,2,PLAUR,27.720917,1.9226463,3.90781301353414e-169,2.1796912586601534e-167
6077,2,ATM,27.113274,2.0982468,6.867645122184842e-162,3.7609722014583167e-160
6078,2,SGK1,26.768198,1.7454687,7.58237263932282e-158,4.078233283864345e-156
6079,2,TPM2,26.35448,1.675087,4.5599275164402503e-153,2.4095616981610584e-151
6080,2,MT1X,26.300108,1.7524558,1.9123004884737296e-152,9.93077426083254e-151
6081,2,C1R,26.260494,2.5280733,5.424163291858561e-152,2.7690813279793197e-150
6082,2,C3,25.93202,2.3254726,2.900790793595306e-148,1.4561969783848437e-146
6083,2,GJB2,25.831701,2.5327504,3.906813876497892e-147,1.929069409182238e-145
6084,2,VIM,25.663649,2.3431478,2.9773332771772553e-145,1.446407714654499e-143
6085,2,C1QTNF1,25.393654,3.914039,2.9635879929313618e-142,1.4168773070967084e-140
6086,2,IGHG3,24.941423,2.5573723,2.6457112999586883e-137,1.2451378805430578e-135
6087,2,TM4SF18,24.917692,3.261338,4.784917314959202e-137,2.2172570696395562e-135
6088,2,AREG,24.90948,2.2675326,5.873560302448715e-137,2.6804793380265954e-135
6089,2,CA2,24.530611,2.445712,6.965795534439193e-133,3.1314889775717684e-131
6091,2,NQO1,24.37306,1.467907,3.3024814898362e-131,1.4416049633893673e-129
6092,2,THBS1,24.070385,2.95214,5.107433729619113e-128,2.19765577051611e-126
6093,2,IGKC,23.30184,1.1505263,4.2469330387206376e-120,1.7766336545314668e-118
6094,2,KIAA0101,23.249949,2.5158408,1.4242566750247466e-119,5.876522061882927e-118
6095,2,HIGD1A,23.00887,1.4912739,3.799485311564507e-117,1.5464932105989588e-115
6096,2,ISLR,22.090162,2.2255056,3.9297754257478044e-108,1.5574320503095248e-106
6097,2,AC058791.1,21.762539,2.8641422,5.255589948955091e-105,2.05582297743542e-103
6098,2,TSKU,20.799295,1.3209723,4.39217902585286e-96,1.6960568238293352e-94
6099,2,TNFAIP2,20.610891,1.6543343,2.1915630012453251e-94,8.355680708545467e-93
6100,2,LINC01436,20.49662,3.0708435,2.3077986207971024e-93,8.68886180730109e-92
6101,2,PEG10,20.419353,1.1442416,1.1254578905410839e-92,4.185036007789808e-91
6102,2,GNG4,20.098352,1.7055917,7.628465648180953e-90,2.768305847267594e-88
6103,2,FAM167B,19.981764,2.918447,7.937069236568062e-89,2.846006254826548e-87
6104,2,BRCA2,19.749256,2.7106185,8.140822339342621e-87,2.8847243395411737e-85
6105,2,SATB1,19.608925,2.142365,1.2974539755214386e-85,4.544106249151829e-84
6106,2,IGFBP5,19.561043,1.2552376,3.322114715481034e-85,1.137069263980554e-83
6107,2,LAMA4,19.523567,1.658696,6.923066427044386e-85,2.3429523683435606e-83
6108,2,S100A14,19.419,1.0492796,5.331668405841239e-84,1.7843316931548678e-82
6109,2,NLRC5,19.134632,2.2583714,1.2999243830421916e-81,4.302606859036352e-80
6110,2,RTKN2,19.050867,1.9906043,6.462230654855373e-81,2.115678123089607e-79
6111,2,TNFAIP6,19.045166,2.1945615,7.205831411404222e-81,2.333759592596722e-79
6112,2,ZFAND2A,18.997894,1.0160229,1.7752222750262062e-80,5.688265417424397e-79
6113,2,PGM2L1,18.944578,1.4058801,4.894970517307882e-80,1.5519632840138253e-78
6114,2,IGHG4,18.807503,1.5772638,6.555451731864849e-79,2.0567729808725964e-77
6115,2,SPP1,18.557014,1.8720593,7.157260057965894e-77,2.222439927277657e-75
6116,2,MMP2,18.49758,1.8776339,2.159555479522073e-76,6.637327657469882e-75
6117,2,TBC1D4,18.431955,1.580425,7.280330881152771e-76,2.214985516568904e-74
6118,2,HYAL2,18.40869,1.5361397,1.118991620895364e-75,3.3704027621368368e-74
6119,2,PI15,18.390678,3.36678,1.56014303183086e-75,4.652624566212426e-74
6120,2,NBL1,18.230627,1.7316946,2.9491971117966377e-74,8.708805588952425e-73
6121,2,AKR1C1,17.768974,1.6275002,1.2291620485216715e-70,3.5944039710167715e-69
6122,2,MCAM,17.145851,2.8646214,6.750278438806634e-66,1.848348968880507e-64
6123,2,GPRC5A,16.839855,1.0015258,1.245403114164753e-63,3.37941818005787e-62
6124,2,STEAP4,16.838566,1.0021024,1.2728270713379976e-63,3.4229956597054005e-62
6125,2,PI3,16.776043,1.5209769,3.6538864056139347e-63,9.739385711247055e-62
6126,2,ATP5EP2,16.644365,1.3217466,3.3246809334833887e-62,8.784156992677163e-61
6128,2,PLCG2,15.771617,2.639965,4.878492395790847e-56,1.2245015913435026e-54
6129,2,TNC,15.766906,1.4356383,5.256217623080565e-56,1.3084072298114598e-54
6130,2,CENPF,15.732086,1.4401277,9.11572939168687e-56,2.2505390924394142e-54
6133,2,IRF9,15.477091,2.2542758,4.9537458222987455e-54,1.1936545933411057e-52
6134,2,EFNB2,15.165933,2.0886676,5.944830229513833e-52,1.4210975120075927e-50
6136,2,JAG1,14.864766,1.2664933,5.580961615305107e-50,1.3132700301014832e-48
6137,2,IGHA1,14.82346,1.0507401,1.0332302033854704e-49,2.3939149019977206e-48
6138,2,BIRC5,14.743632,1.5735763,3.3809794647479163e-49,7.773671868565437e-48
6140,2,CTHRC1,14.643437,1.0259718,1.4837239247272616e-48,3.3601326776530165e-47
6141,2,IGLC3,14.467532,1.188478,1.9431922855557662e-47,4.335477899328865e-46
6144,2,AMFR,14.071178,1.4100546,5.711008007328835e-45,1.228682579862461e-43
6145,2,PRELP,13.999744,2.3252203,1.5643255907189883e-44,3.3416657299614134e-43
6146,2,ASPM,13.998746,1.7008733,1.5864445157768892e-44,3.3650499165633736e-43
6148,2,PTGER2,13.8217,4.960142,1.885621313674644e-43,3.944091247769464e-42
6150,2,CTA-29F11.1,13.440683,1.0909394,3.491983503159328e-41,7.19820922585102e-40
6152,2,JAG2,13.432011,2.8136032,3.9260451427759533e-41,7.990032412189981e-40
6154,2,HIST1H1A,13.175886,2.3161716,1.208001576085804e-39,2.3937504915595015e-38
6155,2,MMP3,13.1712055,4.578946,1.2852841112074364e-39,2.530245583631894e-38
6158,2,MCTP1,12.919531,2.7020257,3.492660547983218e-38,6.658160487674337e-37
6159,2,SORBS2,12.86183,1.2220044,7.380839149900582e-38,1.3981816050000347e-36
6163,2,G0S2,12.431671,2.6365788,1.759173974733394e-35,3.230873177985965e-34
6165,2,METTL12,12.194347,1.140849,3.3316412081819367e-34,6.045122481351803e-33
6166,2,RP1-313I6.12,12.191894,1.8490561,3.4334847900338756e-34,6.192608495558104e-33
6167,2,NOV,12.12495,4.0948434,7.790712743844963e-34,1.3967634990750613e-32
6168,2,BCO2,12.113385,2.8398116,8.971321663120257e-34,1.5989124762910188e-32
6172,2,MT1G,11.739984,1.4879874,7.950232759560869e-32,1.3683486326741336e-30
6173,2,TNF,11.381567,1.4957088,5.1662925787495e-30,8.791453811973724e-29
6176,2,PRRX1,11.316359,1.3247024,1.0890228165812283e-29,1.8222981797459218e-28
6177,2,ANTXR1,11.289302,1.3876449,1.4820891744567592e-29,2.466327399703734e-28
6179,2,RP11-467L13.7,11.260957,1.40215,2.0452634126085218e-29,3.366302403703206e-28
6183,2,LOX,10.87808,1.5224816,1.4661874082196542e-27,2.361581001902459e-26
6186,2,S100B,10.540543,2.7580996,5.617370621024146e-26,8.812250161731628e-25
6187,2,MMP1,10.518666,4.676314,7.086981437148363e-26,1.1060097455280245e-24
6188,2,FLT1,10.32007,4.2366242,5.71814046721577e-25,8.832327737053282e-24
6189,2,AC016831.7,10.253733,2.6505296,1.138595621640683e-24,1.749719394072315e-23
6191,2,COCH,10.1288395,3.526561,4.1150354800056875e-24,6.259841851402592e-23
6192,2,C1orf186,9.871759,4.0276537,5.518818965314087e-23,8.311341361763015e-22
6193,2,ADAMTS9,9.752318,2.7028813,1.8030220109789612e-22,2.6884664836973423e-21
6195,2,TAF4B,9.664621,1.3211575,4.261927173708663e-22,6.292610121181615e-21
6196,2,B3GNT7,9.642406,3.6447904,5.293248999165814e-22,7.777202919749967e-21
6197,2,STC2,9.630562,1.8990725,5.94037954036346e-22,8.685642318240166e-21
6201,2,IGFBP3,9.391723,1.9140387,5.902677739702408e-21,8.346885141776362e-20
6203,2,ADAMTS1,9.342261,1.2286098,9.429863112226843e-21,1.3210580322803373e-19
6205,2,FABP3,9.114101,1.5860513,7.932478842577334e-20,1.1010426854305496e-18
6207,2,COL16A1,9.035701,1.2384444,1.6295527314194656e-19,2.23100583047065e-18
6208,2,MFAP5,8.948431,4.008255,3.60570891698648e-19,4.8920699360194944e-18
6210,2,CPVL,8.779641,2.221751,1.6399639338384862e-18,2.1953650527651203e-17
6212,2,C2orf82,8.723806,2.5385735,2.6900341602639013e-18,3.5536767064538904e-17
6213,2,BCL11B,8.6487255,3.1334221,5.2077842661702886e-18,6.819933134654308e-17
6214,2,LEPR,8.590092,2.5775652,8.689958484847679e-18,1.128196334325914e-16
6215,2,IL1RN,8.588583,2.0616057,8.804812670731833e-18,1.1382015349461066e-16
6219,2,TOP2A,8.235763,1.1350296,1.7841704827447106e-16,2.2579502075743986e-15
6223,2,HBEGF,8.058378,1.0221244,7.731316640719812e-16,9.543740049937735e-15
6228,2,FGF7,7.538889,1.9564751,4.739919861792624e-14,5.665332787190232e-13
6229,2,LYPD1,7.5299554,2.1853979,5.075766149208668e-14,6.042769818741704e-13
6232,2,ZNF385D,7.4228463,1.254855,1.1462970142091534e-13,1.343442259454463e-12
6235,2,GDAP1,7.0640326,1.152053,1.6173899293019628e-12,1.852311204204377e-11
6237,2,HELB,6.883126,1.2560164,5.855336097956987e-12,6.605345440841365e-11
6243,2,RP11-596C23.2,6.6867094,1.0037653,2.28244184234715e-11,2.472919003291229e-10
6244,2,CCDC144A,6.6410193,2.141287,3.115206812871751e-11,3.3273060001311043e-10
6245,2,LIF,6.6064014,2.3094518,3.9377380897742276e-11,4.17622081915492e-10
6247,2,CDKN1C,6.468001,1.5817196,9.93078520196056e-11,1.0458575184722099e-09
6249,2,OSR1,6.4037604,2.8309503,1.5159582406525252e-10,1.585439660015766e-09
6250,2,LRRC75A,6.3237257,1.9742156,2.553306852807444e-10,2.6519173243641455e-09
6251,2,RPPH1,6.3134317,1.0057188,2.729145254029028e-10,2.824806015510458e-09
6255,2,PHKG1,6.1593556,1.3476586,7.304147995016083e-10,7.45765890202998e-09
6256,2,SCRG1,6.056446,1.8151048,1.39161584132462e-09,1.4160631466451877e-08
6258,2,CMPK2,5.9653215,1.0758958,2.441525922595901e-09,2.4594903273775433e-08
6259,2,AC010287.1,5.8874846,3.5583558,3.921175086074199e-09,3.936859786418496e-08
6260,2,RARRES2,5.8285723,1.2490168,5.590355914016859e-09,5.538865793756178e-08
6261,2,CTC-425F1.4,5.809066,2.5877478,6.282247697688429e-09,6.203977070635262e-08
6262,2,KLF12,5.7822466,1.0959498,7.3709480920527385e-09,7.231692395199625e-08
6264,2,RP11-138A9.2,5.5312605,1.7034982,3.179377104788751e-08,3.0497719234470435e-07
6265,2,RP11-356C4.3,5.4120164,2.7963006,6.231904320478759e-08,5.940030320658868e-07
6266,2,EDNRA,5.3905077,1.4307967,7.02589072441662e-08,6.675704372852636e-07
6269,2,FGFBP1,5.0996466,1.84981,3.4028815637409794e-07,3.1634195277740215e-06
6272,2,TMEM154,4.978365,1.0928686,6.412366609698516e-07,5.817484406148172e-06
6273,2,ARL15,4.943854,1.6335342,7.65931193580039e-07,6.9278821473365685e-06
6276,2,NR2F1,4.7967095,1.2858181,1.6129310531313326e-06,1.4415870421458676e-05
6278,2,FBLN7,4.539724,1.5500995,5.632788309929016e-06,4.917669098407593e-05
6279,2,TWIST1,4.455187,2.1110966,8.3820150379631e-06,7.254778532857717e-05
6281,2,EDNRB,4.331636,2.4876516,1.480054025183103e-05,0.0001262867627153401
6282,2,CD207,4.2336273,4.1187425,2.2995211934033178e-05,0.0001940100233762127
6288,2,INHBA,4.0784817,1.5009844,4.533074965275678e-05,0.00036901680528136064
6289,2,ZBP1,4.0183873,1.6558499,5.859779288614142e-05,0.00047573194655810774
6290,2,MCTP2,3.9839714,1.6770412,6.77730290271906e-05,0.0005487429124459625
6295,2,SERPINI1,3.907477,1.2949647,9.32649696954555e-05,0.0007431589648748994
6300,2,KLK11,3.764544,2.2585285,0.00016685323498747496,0.001301973947622473
6302,2,OLFML2A,3.691049,1.6138026,0.00022333093181347484,0.0017336926974798614
6304,2,FGF9,3.6356413,3.8289847,0.0002772898064533874,0.002125182944116038
6306,2,SPINK1,3.5470295,4.42335,0.0003896011036787672,0.002955865300454526
6307,2,LINC00239,3.5421944,3.5522926,0.00039681307823866136,0.00300301756697198
6312,2,P2RX5,3.5036323,2.191655,0.0004589587793376713,0.0034217421865471932
6313,2,RP11-538P18.2,3.4901366,1.6298312,0.00048277360606998926,0.0035815618263123346
6316,2,STAG3,3.4636266,1.3859459,0.0005329455384837774,0.003924772523015006
6318,2,SLX1A,3.4269357,1.5702581,0.0006104336146743149,0.0044626845810656224
6319,2,PTPRB,3.3833246,3.0451934,0.000716139221752964,0.005185123403653673
9036,3,S100A9,52.078045,7.661031,0.0,0.0
9037,3,S100A8,51.791306,8.019495,0.0,0.0
9038,3,S100P,49.64996,6.7383475,0.0,0.0
9039,3,KRT17,48.921852,7.496387,0.0,0.0
9040,3,S100A14,48.484875,4.259551,0.0,0.0
9041,3,S100A7,46.058517,7.7054653,0.0,0.0
9042,3,RPS27,45.44225,1.7919909,0.0,0.0
9043,3,SERPINB3,42.428448,8.808695,0.0,0.0
9044,3,KRT6A,39.663902,8.119571,0.0,0.0
9045,3,KRT81,37.67133,7.424728,1.46436969437936e-310,3.1504867996218775e-308
9046,3,HMGB3,36.995827,3.008747,1.3364420122975486e-299,2.6835755606934775e-297
9047,3,DEFB1,34.254032,4.186557,3.798145910172279e-257,7.150009675899315e-255
9048,3,AKR1C2,33.96296,5.7645526,7.851936467844498e-253,1.3911783906557429e-250
9049,3,AGR2,33.343674,4.352274,8.997542652134428e-244,1.5055888037904945e-241
9050,3,FGG,32.32977,6.5066905,2.6705539188499376e-229,4.2335307387242175e-227
9051,3,SERPINB4,31.166649,8.1093645,3.017540561087699e-213,4.328015319045786e-211
9052,3,RPL13A,31.10263,1.7144134,2.2191392457313757e-212,3.0382033673376837e-210
9053,3,S100A2,30.199287,3.5049493,2.420222078618284e-200,3.1694386525209878e-198
9054,3,CPE,29.061121,5.268961,1.1134818485809171e-185,1.397419719969051e-183
9055,3,ZNF90,28.215572,2.9097543,3.766848529212472e-175,4.363749142303064e-173
9056,3,PCSK1,27.266092,12.548457,1.0711418442152054e-163,1.1949182351022958e-161
9057,3,MT1X,25.13807,2.342744,1.9084728721509245e-139,2.052971532470923e-137
9058,3,C8orf4,24.667986,3.3759212,2.3601531458112923e-134,2.3695937583945374e-132
9059,3,FGA,24.369608,10.037982,3.592792709033858e-131,3.490803754712897e-129
9060,3,CDKN2A,24.222591,1.9907389,1.2862451252530475e-129,1.2106782241444312e-127
9061,3,NMB,23.935158,2.234345,1.3190918022924457e-126,1.2039710631832868e-124
9062,3,LY6D,23.912277,2.862707,2.282529475569452e-126,2.0220525824750556e-124
9063,3,KIAA0101,23.352976,2.7132733,1.2854666744044306e-120,1.1062358923731844e-118
9064,3,RP11-49I11.1,22.856497,3.4364858,1.2594068738856225e-115,1.0252252713901338e-113
9065,3,CXCL1,21.846857,3.232344,8.3269667683287485e-106,6.600216817422682e-104
9066,3,CSTA,21.529753,2.8265805,8.197031318551502e-103,6.330630341404391e-101
9067,3,CP,21.511053,4.718515,1.2268593151808582e-102,9.238250643311861e-101
9068,3,C15orf48,21.39101,3.98288,1.620136930105773e-101,1.1902079106045338e-99
9069,3,CXCL8,21.005829,2.9656982,5.80121368159442e-98,3.971194456582362e-96
9070,3,ATP5EP2,20.599358,3.1292565,2.78103264616737e-94,1.8614378511680262e-92
9071,3,KRT16,19.781801,2.5870662,4.2716396407855e-87,2.737484808094878e-85
9072,3,RHCG,19.506525,3.4892242,9.663192124432645e-85,5.597218207459832e-83
9073,3,CTSL,18.684607,2.467184,6.606424790343651e-78,3.6849169386139024e-76
9074,3,CXCL17,18.421436,2.2041082,8.842699189105305e-76,4.84258362865185e-74
9075,3,S100A12,17.869127,8.122787,2.0517867518452164e-71,1.0655140856134124e-69
9076,3,CFD,17.7261,3.2122457,2.6369665820661904e-70,1.3461937873192145e-68
9077,3,DIO2,17.62232,6.32167,1.660528071469692e-69,8.322727810431051e-68
9078,3,TESC,17.505053,7.297681,1.311069372907948e-68,6.268160239997999e-67
9079,3,SPRR1B,17.053244,10.148367,3.306652655451945e-65,1.5322519689571167e-63
9080,3,DSCAM-AS1,17.019957,4.660478,5.841451251366745e-65,2.665825934714642e-63
9081,3,AKR1C1,16.627884,2.6144483,4.377899907554325e-62,1.939152135522592e-60
9082,3,GJB2,16.545326,3.0415437,1.7302506577453188e-61,7.552920262505653e-60
9083,3,STEAP4,15.848318,2.480293,1.4439311688276829e-56,5.798827574011975e-55
9084,3,ARL4D,15.47697,3.074758,4.963058115623137e-54,1.966938295296959e-52
9085,3,C1orf56,14.279104,2.408815,2.953752638534423e-46,1.0983583885513188e-44
9086,3,SERPINA1,13.982085,2.9436696,2.0052416499974422e-44,7.276852831075055e-43
9087,3,HIGD1A,13.471679,1.538603,2.2958656064679635e-41,8.040868844978496e-40
9088,3,LXN,13.247395,2.8384867,4.6714177820303494e-40,1.5809337482556643e-38
9089,3,RAMP1,12.470165,2.1252766,1.0860122599694564e-35,3.555509703291307e-34
9090,3,PRSS23,12.4413395,1.4520123,1.5586838684691482e-35,5.048124528848467e-34
9091,3,SLAMF9,12.360224,7.2445984,4.289607708955194e-35,1.3744998318481962e-33
9092,3,ID1,11.638739,1.8464363,2.6185826903402076e-31,7.732520650298731e-30
9093,3,HEY1,10.812388,3.5607257,3.0073566583013366e-27,8.160502932255518e-26
9094,3,NDUFA4L2,10.743991,1.7868044,6.3249540435681956e-27,1.7009608552881612e-25
9095,3,CXCL6,10.48966,4.4883657,9.637418597925078e-26,2.5463074400833624e-24
9096,3,FGB,10.362403,4.2776523,3.6761009708861763e-25,9.545186314059624e-24
9097,3,AKR1C3,10.254612,1.2380333,1.1282813396862242e-24,2.87998592808043e-23
9098,3,CASP14,10.08802,1.8561856,6.241529252977325e-24,1.528413504875423e-22
9099,3,INSL4,9.632763,12.252506,5.814470481684733e-22,1.3471680839103397e-20
9100,3,SNCG,9.565074,2.9324985,1.1212090548382014e-21,2.5583952069489865e-20
9101,3,PSCA,9.466934,4.2698298,2.8817808211617677e-21,6.429573209880921e-20
9103,3,SPRR3,9.275836,10.222386,1.762317473915342e-20,3.7119582037993083e-19
9105,3,SLC39A6,8.949772,1.1373488,3.562182208608035e-19,7.200867659280136e-18
9107,3,CD14,8.4802885,1.8877256,2.2463586137164643e-17,4.2025044375863294e-16
9108,3,PI3,8.384829,1.5477501,5.079955445952451e-17,9.329771831224867e-16
9110,3,WISP2,8.237764,3.303409,1.7545818968620878e-16,3.1271009901471057e-15
9111,3,LBP,8.224433,2.066003,1.9611662284243847e-16,3.4747251058907333e-15
9113,3,MUC1,7.8663025,1.336695,3.6527639415327085e-15,6.323060340170413e-14
9114,3,GPX3,7.7701283,1.3577578,7.840681727768574e-15,1.3267490653954463e-13
9115,3,CD68,7.680256,1.0105478,1.587710482898464e-14,2.599013029614225e-13
9116,3,LGALS7B,7.571143,4.836581,3.699546034595265e-14,5.864754029579442e-13
9117,3,CD36,7.530243,3.999723,5.0646083570900066e-14,7.945104360184947e-13
9118,3,VMO1,7.5096436,3.7818527,5.928850928398427e-14,9.204999482647455e-13
9119,3,PTEN,7.159418,1.0488569,8.102013132078954e-13,1.2201631776910905e-11
9121,3,CXCL5,6.941848,4.145659,3.870046440431441e-12,5.6585339216405343e-11
9122,3,BPIFB4,6.739193,10.666775,1.592686928005696e-11,2.2416696388566148e-10
9123,3,TNS4,6.6265774,2.510552,3.4355939460328667e-11,4.790744891412497e-10
9124,3,RP1-313I6.12,6.568843,1.5059686,5.070775337005088e-11,6.97405265527823e-10
9125,3,LRRC75A,6.420277,1.5032148,1.3602641847470834e-10,1.8372716253175851e-09
9126,3,ADM,6.3745937,1.4524254,1.834488065003123e-10,2.455768023017514e-09
9129,3,CCL20,6.244345,2.5432723,4.255785872671372e-10,5.5732291515157265e-09
9130,3,PTHLH,6.110106,3.3370838,9.956490379550158e-10,1.287079357219102e-08
9131,3,G0S2,6.0863976,1.5945913,1.1547947256739282e-09,1.4864280827905434e-08
9132,3,MUC5AC,6.0089874,7.9377937,1.8668568580702033e-09,2.372562386712005e-08
9133,3,RASD1,5.744649,1.5239229,9.211193268783985e-09,1.1187142792571517e-07
9134,3,ULBP2,5.507605,2.2209353,3.6374848058149796e-08,4.19774108625085e-07
9135,3,TFF1,5.433209,1.7406813,5.534952531394375e-08,6.291047933796173e-07
9136,3,ALDH1A1,5.3983374,2.5352542,6.726138736295923e-08,7.616214238241849e-07
9137,3,TREM1,5.182512,5.0607734,2.189174813047057e-07,2.3890559916296142e-06
9138,3,RP11-47I22.2,5.1536565,5.7714777,2.554557090727284e-07,2.7777350026247578e-06
9139,3,FAM177B,5.1356306,5.059985,2.811991685910756e-07,3.0466614956702146e-06
9141,3,STC1,4.85886,1.8797785,1.1806343478065195e-06,1.2220174074203563e-05
9142,3,KRT6C,4.6478066,7.284621,3.3548350725589467e-06,3.3682544128491824e-05
9144,3,ITGA1,4.501558,2.3662262,6.745715403041439e-06,6.575435208401558e-05
9145,3,TTC39C-AS1,4.458126,5.498734,8.267927707495155e-06,8.007394937291128e-05
9146,3,PTGS2,4.3738236,2.675175,1.2208900445491703e-05,0.00011455828081564177
